sorbitol,montmorillonite_clay,gelatin,chitin_nanofibers,tensile_strength,tensile_strain,tensile_modulus,stress_strain_beta,stress_strain_alpha,post_fire_residual_ratio,optical_transmission_visible,optical_transmission_ultraviolet,optical_transmission_infrared,flag_severity,flag_reasons
51.74070083443076,4.4650867192395065,2.40165177878512,41.3925606675446,12.78,4.259360479950519,1333.5731048645891,0.0430926432101231,0.7807356537740288,0.21887284403726248,85.70151108449022,86.09792721972913,56.729880925274934,3,Very high filler+high clarity — unlikely
20.080266344338764,63.326230311186706,4.511393808596909,12.082109535877626,31.540358931148383,1.4971664156695552,4478.76404306297,0.1634836826114136,0.7062320281985272,0.739565551097327,67.31823872215611,75.2371049529169,25.846183299875612,0,
36.5160005381714,2.361,2.989,58.134,20.50643482138756,7.253689898387491,1659.8682857454642,0.128649914367375,0.6391588064548477,0.7994959757961363,84.1947674268328,83.63599101989855,56.40334364285883,0,
25.934450262437842,27.307863360989828,11.239419163654944,35.51826721291739,38.29847525494497,2.206263452235571,4060.776308528569,0.0202411117208276,0.5679589418338655,0.8515606653971424,76.51145305069464,82.00143722025064,55.70027796398779,0,
1.5371229981416636,45.61136216707943,51.073274503595414,1.7782403311834931,107.62004007773452,4.430751446897064,3689.9057855888977,0.9208278259606988,0.8806566222256811,0.7929565972239441,61.83685686447631,75.51510045559435,22.568614943930786,0,
33.06289679606851,2.502649908266947,15.368556090159972,49.06589720550457,46.04705193186457,8.793262465433449,3186.2940588570186,0.0409545304250454,0.8107155440609602,0.172553273320445,85.62666498888775,85.95651947148593,65.41112990442605,3,Very high filler+high clarity — unlikely
49.79647153854867,2.6293179248488014,6.047044227349308,41.52716630925321,10.13198535406743,8.855548552834518,1073.848403524427,0.1450474990897356,0.8070233992230067,0.13645309555181695,84.7000741370496,76.52194837663902,60.86067611319254,0,
4.844870082462404,34.453519411160485,45.99718007053245,14.704430435844658,38.60128856725385,1.4969321699442697,4194.62095966899,0.4446182023376837,0.6313297868627226,0.8214177198187322,67.6063842100176,71.52046495515705,27.662737614357606,0,
1.4568078232784198,1.2772013793125874,34.38377913781584,62.88221165959317,67.473,3.723265495404592,3448.136,0.6755989270694508,0.8469825704700331,0.10331001308195085,85.3684180334736,83.40174561054339,72.45298019038512,3,Very high filler+high clarity — unlikely
26.631083349886175,1.560063463230283,18.216673062197092,53.59218012468645,14.02724630615259,10.022771990111917,856.4696577214718,0.3688667892642829,0.7223930170050582,0.12257990796875844,81.66960069579825,78.43659628269063,52.403924828009984,0,
13.035155599509407,20.58551880445601,26.72237144521943,39.65695415081515,37.60465387663041,2.802015801033678,3295.6641398069414,0.6794701071831104,0.8087719882810857,0.7544545541355122,77.28170867578645,78.15294456689698,53.06612492987985,0,
10.74428290395124,30.683673037330518,15.77481671479339,42.797227343924845,27.570161560926476,0.5277571122579024,4648.2609999999995,0.4095980736722655,0.7052196863099393,0.3915723176622951,75.40162470625904,84.41439270591545,46.82212404123122,0,
1.5633870758063932,51.341230701000974,19.14482738714114,27.950554836051477,40.29115889712347,1.264074156017251,5557.926988446187,0.0320379693984618,0.507930240386524,0.8481934738684498,68.85886968151469,83.802,19.889,0,
1.6117080822073673,46.580353338857364,32.50723685373593,19.300701725199335,89.396,3.0435560004965834,4386.308,0.0702363469138629,0.7080448884882171,0.8997472978167986,56.06441380275779,68.05532412627792,14.656410319558528,0,
20.180194335114674,40.18011894415884,9.895181919093437,29.744504801633042,41.94511068145313,1.951588017354068,4282.352056937553,0.12454244403441875,0.4579762948691823,0.8077913005006765,75.66896759998646,84.10045357550472,48.925402647774355,0,
9.105360124305523,2.20371752183412,37.50457446034966,51.1863478935107,43.076164479225966,0.5187417898386861,4765.824844532522,0.0787463432069654,0.4910513857971423,0.2638783111501399,78.1179221538765,74.61538354485148,56.88594064635844,0,
24.90265954902513,1.3143346903124018,25.182493462065235,48.60051229859722,9.024000000000001,11.192782436465846,493.31,0.3412842841715352,0.7369815060654192,0.11701509592179683,83.287,79.065,51.01395106114041,2,"High filler+low modulus, possible poor dispersion"
44.069093768438165,1.8291322657346751,14.200702901276207,39.901071064550955,23.857189845030817,20.015866152681312,1967.600460717636,0.0274427005431764,0.7710813369521675,0.1,85.83,80.728,59.44871939070032,3,Very high filler+high clarity — unlikely
4.80538945132643,15.562682434689954,36.34354430141234,43.28838381257129,41.05827900883375,0.7697808818544332,4190.906382809738,0.0936137532310665,0.5641011450823284,0.7149174938195313,77.85848743068495,76.64148386643765,59.29776294281543,0,
3.620134501363269,17.739661864021116,49.07744321905074,29.562760415564863,20.79592038790779,0.9138501992701475,5077.486417402567,0.3223929013817291,0.8790352530774701,0.6637044788855428,80.14127357032615,81.58631772958351,49.81061075978701,0,
11.151982609515326,1.816839651055152,22.03649961466648,64.99467812476304,42.41926077638485,6.022343737118024,3453.766,0.1658613825001397,0.8080994018015304,0.8949942523570535,86.397731361412,86.4205860049277,63.25986305537204,3,"Very high filler+high clarity — unlikely; Low clay+high fire res, high chitin provides char"
24.047,7.471,25.724458148436092,42.758,40.811,9.293569698128765,3630.814,0.0399408657961146,0.8058853357928027,0.5622911475526456,83.16908499950006,82.93151475672532,58.747268441834464,0,
12.362,6.366363044040862,45.936,35.335,76.08809466030566,1.9588432092976171,4347.195179455165,0.4651755939321821,0.7663694481998292,0.47464351847257363,71.65246396318068,67.68322536401016,47.77489114648945,0,
22.501707041968512,51.34901633838651,2.741054969897954,23.40822164974701,64.70183518875736,1.8316500431631286,5690.280037019055,0.2527347319827522,0.7960841445730086,0.8027121557604402,70.586,80.024,38.12867885758915,0,
22.926,24.841496902776612,14.032,38.2,53.84945708328019,2.0877622802542968,4329.558948393681,0.12454244403441875,0.58765821195577,0.7225608244058832,78.406,81.512,41.74859470855884,0,
35.91962960165867,9.545,15.889,38.647,11.52579373547895,8.601434566587162,1033.1408838345803,0.0750132232274852,0.7433427275849476,0.48340436377174567,76.706,77.35,51.67061680530003,0,
25.028461196887186,1.3209743614510632,24.80453521255084,48.8460292291109,29.2297082267735,15.032134830392602,2097.5968619307478,0.0308865135211751,0.8350969732386034,0.171282268595901,84.43943917176351,83.62941880895218,61.534485546168305,0,
4.970201417205486,23.21094062240228,34.45734388659003,37.3615140738022,65.12043145705844,0.7141516696283798,5773.924449383078,0.0482092127179527,0.1328300044417033,0.7123334653311949,78.90435971708723,76.54260186761313,53.93864599464679,0,
15.402947113579652,39.350814692385036,31.781210762933416,13.465027431101898,53.44101383067583,1.8655917787480938,5103.117810972874,0.5046919576415804,0.7590856442521112,0.9144369264252095,67.614,71.041,30.506764427169102,0,
26.272,35.606,8.498801878927967,29.623,32.697892467297635,2.2145417743020444,3414.3979999999997,0.0305602485475844,0.60065280381613,0.8695505816758083,54.22278541930878,80.34266692962227,20.633051608300512,0,
1.4312691194374672,54.18804903940173,34.00147850649887,10.379203334661913,64.60238817211346,1.188380895218178,5931.416006530709,0.8100071065609329,0.6935883695313902,0.9060485067263095,48.76450291299681,69.46193851987088,11.283795487793725,0,
30.196830669915503,37.84414533473915,10.828286105701029,21.130737889644305,38.39767511773998,1.3242876835597621,5741.356398805249,0.3214812603620114,0.8162637003845126,0.6136637622544118,76.22601042509994,73.34329214873696,44.81114728093941,0,
9.036021376295347,32.975480664157466,34.22895945130156,23.75953850824562,55.012,1.1326195813707576,5841.556,0.0550753528205166,0.3044431236635672,0.7060741365086672,77.25967013821015,79.34791110054186,27.672163925844565,0,
17.649877859859608,5.1628894419997495,28.63005738413913,48.55717531400152,96.58036592202606,2.9638509461654894,4501.765546857515,0.4230860828361182,0.6016048680317182,0.4339848489954832,82.74624003310711,82.44,65.205,0,
12.622368851470814,47.90104030490863,32.33091093166362,7.145679911956952,46.070937559257,1.4893122910162213,4985.252752619147,0.036107802759407,0.3414172270345048,0.912121884939872,55.986,66.02602444040151,13.38,0,
2.8129763368369485,52.98606317038422,28.634490016688236,15.566470476090585,56.05576831193465,1.1910888551976027,5819.546,0.0862508973517002,0.575267367619997,0.8084348646733516,43.2947606550167,62.00103490107386,14.820532130464155,0,
1.558,51.15414316278037,19.439,27.849,43.47990079522285,1.0942378787105904,5699.4545162460345,0.0669802626794856,0.4648353327397913,0.7524984497037249,69.76208948016958,77.77858070899899,29.429190987035874,0,
63.62170067544637,1.375441532671004,1.6408708351983479,33.361986956684284,7.030996715810486,3.48110441977882,718.7865810070379,0.152109669830134,0.8080341595307697,0.40192757263749923,86.33053695798442,86.33638655172648,66.31790032938457,3,Very high filler+high clarity — unlikely
27.518,33.10209316308571,4.343,35.037,30.545850833053045,1.5829167902984602,3048.3715245925177,0.0457320381488667,0.8882229094086508,0.6927493905540713,81.17726826964038,85.60029135759714,50.94820593255476,0,
36.44984106636408,18.843729445042545,6.300353797638017,38.406075690955355,31.385968713754718,1.9773037466152639,2752.008583508348,0.1819299847077517,0.870505801417869,0.681178565467715,82.84081737265451,89.76408372667666,57.25368303182798,0,
13.301085237257377,12.293276078245379,35.80954138688918,38.596097297608054,96.33483991029533,3.106413923411072,5774.289855896505,0.2397192890119474,0.9153399519518778,0.7436722835564364,77.88713853466267,73.93379135919444,52.77215297668987,0,
3.7410482563348126,1.6950057783393653,60.633741538567996,33.930204426757825,30.652271811866967,1.1123652310841978,3280.5801798144134,0.0523429130316213,0.3111807401536259,0.1336381413690516,80.68269425743699,81.44014704020339,59.28505780230686,0,
9.550018692835852,1.121176198739639,19.145177167678018,70.18362794074649,76.50205524302609,2.264804590725763,5740.166561464176,0.0382206738462459,0.3953194727772803,0.5928809055064537,85.53442769009398,85.47510002802424,73.44236150977964,3,Very high filler+high clarity — unlikely
49.810456402478245,1.3597394762619512,4.8582289992005325,43.97157512205928,21.678237598163218,5.999524917989053,1687.2461141446859,0.1226704124372925,0.7592624279877449,0.8004122433030294,86.7,87.75258348151722,64.36881168233062,3,"Very high filler+high clarity — unlikely; Low clay+high fire res, moderate chitin"
5.717449575756643,11.095050750157123,26.482794353688625,56.70470532039761,33.25932038332725,0.5534888371203944,5616.86150156145,0.0635464507455624,0.5485982704063831,0.5703376189894089,85.11010834037253,84.71879500228475,70.52109407260724,3,Very high filler+high clarity — unlikely
7.876382212161208,47.899627193550344,40.28579948820784,3.938191106080604,20.35695328478856,0.7838517089895103,2739.7677720768843,0.2044439271252368,0.6894772968781497,0.6939796832742785,64.70485270354943,72.55230103839654,26.229841756563125,0,
22.161175441035535,23.9814156141547,20.456499101453694,33.40090984335607,89.431,3.7711789764955888,3996.54159712913,0.9539419253998422,0.6469724477091617,0.6202065101227252,74.49442020810281,79.613,38.22,0,
26.240606342662463,35.563715907667834,8.607545464588377,29.588132285081326,13.141616634329033,0.6101820355161025,2111.6866190808205,0.1302672797700129,0.8302055764245027,0.6124040128735398,78.08994937006128,76.96645575002084,49.88192557341519,0,
21.78730931645093,5.148098225139456,22.8183571701046,50.246235288305016,19.682382995605067,6.711915322990153,2118.4604086873637,0.076443425058077,0.7240732974098476,0.3538916150045547,83.68287665289817,81.7591556293362,63.958443816781646,0,
2.00337911517237,10.107047636044607,44.90707433275982,42.9824989160232,38.45275604333973,0.6191203264279425,5335.204136681721,0.0498261235431253,0.2642299972565725,0.6283514976447693,82.0066797237576,82.41581843729027,59.521522148270336,0,
14.019385850723454,42.809196079887684,40.85821940401949,2.3131986653693697,38.10121048200148,2.0147433306169567,3615.518083439007,0.0347047631747644,0.6194161507014909,0.10417404152573104,66.06711353431204,75.21266983449934,31.99248038279118,0,
36.02300926760969,5.529672167886693,11.996068849846734,46.451249714656875,33.05168620812089,4.9891988414198005,3153.8069238970793,0.0471895118930381,0.8654966362333083,0.20335646151614525,85.46398174688126,85.61479455628603,64.74282216376554,3,Very high filler+high clarity — unlikely
23.234,51.97,22.948927571091822,1.847,34.361000000000004,0.9660655953433825,4257.598,0.120495499528451,0.7082583570184092,0.8859176910227964,67.181,70.525,27.077479748915362,0,
20.961023689736948,1.3494221259487307,38.81620123753941,38.873352946774915,10.84882792527509,9.03561903921342,1098.0036850893446,0.0504070230110367,0.7949176588992134,0.1729611093249919,81.92880388461067,85.52282210406598,58.06908994075607,0,
18.53904424342485,42.90407323289358,3.22058329080376,35.33629923287781,67.689,2.497440757925084,5290.886897492415,0.3602139058675824,0.8194227371671795,0.696185475266573,74.68037201537173,79.50895191190956,34.539248844426766,0,
18.907241268408235,5.440573649040385,9.61659849832725,66.03558658422412,52.907770897098466,6.640170926862857,3133.3306771535003,0.0361793526993579,0.6937059152498167,0.20450623224562528,85.23090439359869,89.75066061303495,60.05348868346514,3,Very high filler+high clarity — unlikely
39.551034976280754,22.79601435265058,3.5737579485121898,34.07919272255648,25.977462506029898,1.8813114265080202,3403.5617483076835,0.0576501783614877,0.8213170652591443,0.6136098602351242,82.5506278473954,88.36307485368735,53.728658918932624,0,
12.804174729055473,43.41243965034397,6.219150484073041,37.56423513652752,108.50678412421944,2.629985416939133,4496.0168795555255,0.0662282455235344,0.5907031737301475,0.7626060160617278,71.94752714652596,83.83832303184386,36.77021376868493,0,
12.390057779390778,3.2326241217635063,51.62072753992326,32.75659055892246,48.05967834359118,4.441691515933305,3325.474468142034,0.0565973811616534,0.95,0.33656733189919186,74.05954862447409,72.62008093367253,51.233188037815104,0,
33.02885342609976,4.5370951453704365,14.37482113318525,48.059230295344555,34.32898392742817,13.497134148760175,4035.7492085220133,0.1105259776473196,0.7665146613828111,0.23565989767236317,84.01752074041774,81.41817648050639,60.058232393096965,0,
12.930100826738853,60.920475047558455,11.699311446168553,14.450112679534138,46.34045313581763,1.8410358083447986,4142.831327486928,0.0520283719206492,0.4037418862616076,0.9672937467070638,30.805070937006683,68.98463321314786,7.608354965516198,0,
30.201999298425598,29.658544462665855,11.819420908762046,28.3200353301465,25.027700363206005,1.9100341071375775,2761.0781985670424,0.2225342938733248,0.8140072776587748,0.659372222421413,72.80877378409555,75.43075502111519,44.563033532788424,0,
14.819497052953345,1.3899528275037214,30.4523603216663,53.33818979787662,67.87081620420022,6.154249024032812,4168.172429480726,0.0836215743575873,0.9486324568137696,0.6927493905540713,83.56883387781892,78.84679675003102,64.15879292894476,2,"Low clay+high fire res, moderate chitin"
56.98646576680632,5.898,1.017,36.098,8.38924853817757,3.16272571004668,614.688,0.0181288192949997,0.7503006398871193,0.2646760342799336,84.29426251142121,85.484,58.166,0,
27.30244401211656,40.98878492815,8.299509067720223,23.409261992013203,73.764898303259,1.711338051891485,5956.519241211035,0.1569198539175821,0.8546468143071332,0.6479438289489309,81.13926791746105,82.98680213914348,47.74211913327122,0,
20.553104367127766,42.06193311745531,10.282631059204387,27.102331456212536,74.39617946526637,2.046293818445671,5467.007527548431,0.0779097319492057,0.7777826792492684,0.6479795584450435,76.80420439373519,80.78853132121384,35.01643420325917,0,
23.487592524194024,5.951923999955469,31.827962924879788,38.73252055097072,58.864151157455375,6.100070584518954,3112.0999199758157,0.1339573588200181,0.9364051410996208,0.4576577971407177,84.043,81.959,66.89866072271396,0,
1.422432961939369,33.7877914128274,51.96784470070932,12.821930924523892,14.895967839766486,0.5406574031438288,4059.360972970481,0.0782053775459783,0.8832413349738228,0.7683019445601175,68.82274865045531,70.66622490702713,29.900632006804404,0,
13.464,8.402,28.118804620777393,50.015,66.44135396104909,4.347944857021587,4057.883351968917,0.0987732967203057,0.8955116686588726,0.576756572208464,80.08272024943473,78.6699812610639,56.786580727243276,0,
18.537716776624617,54.91436725267206,11.534062426253456,15.013853544449876,55.98762056816269,1.6961130709734988,5575.85,0.4583918239041286,0.5505960779233977,0.9122350493959736,45.25500166280408,63.86770730214064,17.39509304340572,0,
19.289814715989444,32.826702325291166,20.399499024682584,27.48398393403682,42.642340414473004,0.9848524072349438,4606.292954002628,0.2431727348856777,0.8092498004377772,0.6799914655329748,76.44951218997619,75.83370805233814,41.4585585495379,0,
18.172353202446313,10.209979919067173,19.237345418079695,52.38032146040681,51.47460246549615,6.454093375467022,4040.6343448532107,0.0504206757743764,0.8131549097341592,0.4359570036550348,81.05695675793378,79.42040132970654,56.213955649108556,0,
3.1661404095670815,9.16882301571792,35.96805625951243,51.696980315202566,54.509500041865834,1.5790654030123619,4478.76404306297,0.0149374564820655,0.3163837960193884,0.48965475963578403,85.08234324651907,84.3275176708711,65.11315129306456,3,Very high filler+high clarity — unlikely
23.9140942787688,2.516749522682407,26.437301501041897,47.1318546975069,45.97399724770355,4.71421495047447,3091.3878071882937,0.1619232602009319,0.884774089734718,0.34757313243495364,80.30932451553905,78.83659335204194,55.0633132214364,0,
1.46,1.28,34.257121980159255,63.004,40.58189144030453,4.186273955246823,3357.32281777685,0.1563370688613228,0.8687529345224141,0.2805893690412983,82.61219648899885,79.9715283181979,65.00566974095308,0,
2.102051976720845,43.062036208824175,34.375939241038765,20.459972573416227,70.62155816522929,1.76441178121014,5493.181577200819,0.3457620117720638,0.6524577094730697,0.9400818383878178,68.10765063131255,68.53320332844424,38.70875218008108,0,
17.800652554019894,19.73854626641039,29.876217211436785,32.58458396813293,48.5218247726205,3.831888528576917,4579.17155267885,0.1156115769478493,0.8329077554490506,0.44823584874155825,79.20475362200047,75.6526359495693,44.90878978835455,0,
13.421579739070392,12.285677667612315,30.90925470622563,43.38348788709167,72.4418296040485,3.024076390343599,3847.5280000000002,0.6690657713847709,0.7923216660311899,0.691349845664767,79.25931660119511,77.2215953302537,57.87456637063413,0,
